bw,ts,deltar,aurora_error,bbr_error
10,24,48.82901341284203,13.51327965286421,21.348904132694493
10,30,153.7411751753764,3.4168327990781355,26.58046663833205
50,22,14.649281514029568,15.87810977126877,20.03446473421084
12,0.1,32.87489081624865,2.719455913215496,3.0175108141149534
12,0.2,27.779129487724788,3.8482207750533544,3.326485484292459
50,24,53.47776590865124,20.074433732931176,31.8067051401062
12,0.4,2.733994126196021,5.549582126177243,4.913203191913801
12,0.8,-11.936782941702118,6.461675188250846,5.260047782232924
12,1,-13.0193580295842,7.306948711462514,6.648113006626565
12,1.5,-13.330084037465603,9.995217190003363,8.308306803933608
60,12,-5.248809021211713,6.0432426233868055,7.754178453710319
12,2,-14.787560725099297,12.235873313044795,8.985783821651983
12,4,-17.499386035450385,13.571557551025125,10.333628654065485
12,8,-5.110574615041173,9.690624519047187,8.413782364257484
60,17,-7.3119194116866595,7.505894361757812,10.276906842345909
12,10,-7.178244446711062,5.322102618406963,5.324570122791588
12,12,-2.7720899311934772,4.026111212407769,6.409900873816457
60,20,8.878985005400665,10.516308507576172,15.604967440081229
12,15,0.9338089875287494,3.762594596873917,5.008033321053733
12,17,-3.147251212644534,4.037585726799893,5.973749002061131
12,20,4.5670562517044,7.284771620344781,8.570146623302334
60,22,11.985677604998799,15.572484213405735,20.426189886392997
12,22,5.289023250231878,8.887138555849901,9.771078289844075
12,24,52.26780644604267,15.204683114247732,22.94691773866997
12,30,148.232808235555,3.145880945782166,26.344256233276226
60,24,52.24408768159155,20.724812257928978,31.860065446379615
14,0.1,38.26069070959795,3.0120848437067393,2.758902143145303
14,0.2,29.683082656733735,4.146891858365047,3.323470739601683
14,0.4,8.478239769754609,5.560053843161899,4.935078765790333
14,0.8,-3.305609380947444,6.4141988510909265,5.726701658753461
70,12,-5.7876902564274815,6.946019118890296,7.415737691710543
14,1,-11.737012304807754,7.349998987424006,7.124871943132577
14,1.5,-6.585803657028109,9.840322086335702,8.85665473698606
14,2,-16.301757355078493,11.70518446535234,9.107334753155284
70,17,-7.453833317573896,7.246972934282187,10.850225614569881
14,4,-16.127590136620967,13.973872489041343,10.535755079047677
14,8,-18.11432922261278,10.455516677044676,6.743490550215261
70,20,8.283962018053757,11.09803835840318,17.191296624270223
14,10,-10.911563598856333,5.600310824388195,4.657888239373807
14,12,-0.11771569547602212,3.760164037503825,5.946140737128232
70,22,15.456907649091903,15.431411856336283,21.371767263951035
14,15,-2.416095364943118,4.100171812035245,5.309132485279441
14,17,-4.242018325785523,4.690757039611125,5.444031101467186
14,20,12.57669480289374,6.268209122212269,9.345455554654444
70,24,59.866325844515984,20.78470642421737,32.75924422672987
14,22,5.000086692403784,9.61371575938565,10.77807700313322
14,24,45.64716065164491,16.237267793855985,24.88579631792623
14,30,142.4901391257987,3.3475951645840873,26.622136293014854
18,0.1,46.827194839330865,2.448930947894387,2.854785604720182
18,0.2,39.765025247129834,4.061325857223436,3.2666071371680188
80,12,-6.488092589068941,7.198279691518265,7.631875802884163
18,0.4,13.212738263410543,5.487362076625676,5.067148185304416
18,0.8,-0.8132431085008975,6.151213754318106,6.073775614617021
18,1,-7.7095792036149255,7.740659163630796,6.786400518371987
80,17,-4.542391435871309,7.733129119695502,10.57147219890016
18,1.5,-11.469597744649278,9.664759867587884,8.703740207516557
18,2,-19.11382467375983,12.43023049488336,9.564184902915997
80,20,14.482070583319484,11.692254955974251,18.163482026582546
18,4,-15.821719677977143,12.839591081705324,10.267313414041737
18,8,-13.105196421772689,9.139766419172656,6.973329004350996
80,22,15.215043361458228,15.735789224898268,22.025157174124615
18,10,-9.362476061292739,5.90817237553689,4.962590435896735
18,12,0.33639977434737034,3.960720269883575,7.221616335182323
80,24,58.28175227429274,21.62393759640908,32.48767954163884
18,15,-7.403087231778812,4.709657715345196,5.469213497522228
18,17,-7.095137556696642,4.727066579322445,5.898851990695305
18,20,5.878067469803028,7.529093185609447,10.61888246875981
18,22,-6.667719072053018,11.365754847417335,11.38418129193898
18,24,54.53243983574467,16.65527117979673,26.843399211165632
18,30,133.58858830131123,3.4048064165556764,26.3779996549619
90,12,-6.374286621859881,7.21436392951727,7.867083622625874
20,0.1,50.32150819251332,2.795933551462341,3.2123942342497793
20,0.2,39.69453705305226,3.765058552363053,3.306619644787625
20,0.4,14.973113774663751,5.594011847643974,4.988333461346124
20,0.8,0.6263423544908253,6.7349472509251695,5.857496792555073
90,17,-7.812137019006258,7.834863208355283,11.172677304196728
20,1,-10.943007239182686,7.4949262775204595,6.9776903845955776
20,1.5,-10.441431190421959,9.078929543286046,8.524058719890165
90,20,5.124269114096691,12.46863797146744,18.144196292435073
20,2,-16.009127240425585,12.38761654460163,9.254165422004213
20,4,-13.94426139911971,12.697645775671921,10.635184289436856
90,22,14.246584240817427,16.568263806959564,23.825572141465962
20,8,-13.669856158431685,9.521270056327664,7.239522695186938
20,10,-14.264618381997934,6.698566831195417,5.084236299894519
90,24,52.163018744377524,21.480218168696634,32.98933686026618
20,12,-10.589013707665345,4.714688742179817,5.647711981185427
20,15,-6.908308474146196,4.638726216269905,5.308759271751713
20,17,-7.333209234929029,5.094856292679474,6.4863680884336254
20,20,8.10797455512241,8.007298800167009,11.625216159589506
20,22,3.5873592736691933,11.300933733247765,12.728887990690009
20,24,49.33922347092664,17.733913382574084,26.999829361404405
100,12,-9.20338658596765,7.809183383408268,7.649389104389355
20,30,128.4122519322229,3.285081737918534,25.93606731469358
22,0.1,51.707442624048134,3.1630391964313427,3.32216476038311
22,0.2,43.61090152211344,3.8994514021913083,3.6792694052706483
100,17,-7.090734313958478,8.055735265954011,11.634425277070886
22,0.4,15.678575097526576,5.273991765153482,5.569994253301539
22,0.8,2.4602847383529647,6.892915782254427,5.823632578044564
22,1,-4.108718191190555,7.990595922299485,6.842204655460416
100,20,11.155833428624447,11.87954339459406,18.520359215310993
22,1.5,-6.025241512301015,9.682507564185203,8.859582038554239
22,2,-13.39053929248783,11.228933821129669,9.165537386272618
100,22,7.66689754354865,17.441005822947417,23.467906029580202
22,4,-15.715676592879333,13.18491317665148,11.573076620181828
22,8,-23.935717442641362,11.482110829890832,7.524826395384379
100,24,57.891441967908605,21.31161236415471,33.06472744779399
22,10,-14.511695493374617,6.866879117112386,5.445602807131912
22,12,-9.138997606320828,4.602164231940331,5.68391105106392
22,15,-10.394557269978606,4.315935013647164,5.4452232127856375
22,17,-8.77270261420972,6.168510770350881,6.68928400456596
22,20,9.749598069199521,7.13023645114181,12.215980922803542
22,22,-3.5503969327371294,12.481055440599128,13.491557329344523
22,24,46.665538787423195,17.923357751295338,27.392620652658206
22,30,125.0394525774494,3.513697106025071,25.91785535646518
25,0.1,53.74322250574548,2.814221233265858,3.0539487466251365
25,0.2,46.72852931050764,4.177517825998213,3.6311546789048004
25,0.4,18.52012491477972,5.117265932092464,5.239599407610903
25,0.8,-0.061051032467281274,6.394649999739124,5.745634091154538
25,1,-1.6986742016726746,7.26688041724788,6.699947339828717
25,1.5,-11.063944568671275,9.735804153273508,9.119603532533006
25,2,-7.0889157902055615,11.671403561929507,9.476846380371065
25,4,-10.195657797131673,13.062734261090664,11.15767544073784
25,8,-17.563837476379035,11.0083648595206,7.590609882766578
25,10,-11.010728690758526,6.496363461017384,5.349902939337431
25,12,-8.88945929335793,4.621499207947399,5.936327802108023
25,15,-9.903423443040708,5.163704120307307,5.700010992942194
25,17,-12.37149677840003,5.5429749221813935,6.697088475076294
25,20,6.563131555757366,8.151384093122049,12.597195373440318
25,22,-1.4593758843937508,11.70371572641778,14.077321149548357
25,24,56.73309293877114,18.143706044800346,28.879323538312367
25,30,122.18401167152054,3.664767618635609,26.00346224434483
28,0.1,55.05610897402526,2.831082102564353,3.209222509965001
28,0.2,43.221033425231,4.065066761948215,3.6278279205998825
28,0.4,25.44401474432007,5.068760011719625,5.277611850253185
28,0.8,1.0311944854355541,6.717261140162468,5.985334148882721
28,1,4.038525303164944,8.41559781397816,6.768262007200148
28,1.5,-5.155269171587406,9.765721274370536,9.329041898929596
28,2,-5.596924077217608,12.048991061129419,9.395085758483479
28,4,-9.167008978594012,13.590461174766098,10.900123828827086
28,8,-15.236705673107338,10.240682517943048,7.819102797423332
28,10,-11.037934738188085,6.712684485258498,5.366127563471728
28,12,-9.013535409354262,4.975076484106105,5.891050084326797
28,15,-2.226196771759845,4.408529875004329,5.892974417106334
28,17,-7.294876810699549,5.33796930382101,7.1118329851029145
28,20,7.321996761965124,9.389688278069999,12.860854884761928
28,22,10.159231522367946,11.966863198696268,15.768499019961093
28,24,54.714066844400904,18.471181687116427,29.460329249399887
28,30,119.86834965164249,3.5724105433692155,25.650831880831387
bw,ts,deltar,aurora_error,bbr_error
bw,ts,deltar,aurora_error,bbr_error
0.2,0.1,233.73020245552712,1.3625402523286851,2.981735674531815
0.2,0.2,216.99368600436185,1.4991300883848764,2.643831886078522
bw,ts,deltar,aurora_error,bbr_error
0.2,0.1,233.73020245552712,1.3625402523286851,2.981735674531815
0.2,0.2,216.99368600436185,1.4991300883848764,2.643831886078522
0.2,0.4,202.89688332464326,1.7008102408583392,3.3488475839676126
0.2,0.8,215.7070153923927,2.516489682191245,3.775848522783475
0.2,1.0,220.793280204639,3.03728956315613,3.680715034293198
0.2,1.5,233.92313168013226,2.442860876924695,3.1879502117874248
0.2,2.0,243.53641133191567,1.7966396821595834,2.579964607776256
0.2,4.0,266.06051400680917,1.5147448881748213,3.390371504455332
0.2,8.0,282.6132138491571,1.2238780463894559,5.376416184318321
0.2,10.0,290.46402201945347,1.2847388369530843,5.200038035645884
0.4,0.1,89.38920134702136,1.9777489848182712,1.9496115398952218
0.4,0.2,82.73143242397607,1.9287826351758999,2.406643553252995
0.4,0.4,72.1945755426986,2.8206661379758704,3.3596294192772103
0.4,0.8,90.18729229824288,3.5663995833140896,3.428137417606945
0.4,1.0,100.00980336221929,4.540083398971614,4.18470201946288
0.4,1.5,138.9475254567993,4.590026702531936,4.948908938009711
0.4,2.0,157.3672072694463,4.358017192776671,5.270895124659839
0.4,4.0,191.5496638667122,3.083341395910291,3.775327038258519
0.4,8.0,226.48400004262973,1.8965166718807134,6.218705512777851
0.4,10.0,250.5266267581342,1.780217310946119,7.242629500748615
0.6,0.1,37.98097713718184,2.0617032090580727,2.0051864963397783
0.6,0.2,33.170486023135936,2.6197505214258046,2.2357826766367825
0.6,0.4,23.308894899253843,3.8881801228041786,3.3499037878922024
0.6,0.8,44.533849621467155,4.6387518476459855,4.374002144868352
0.6,1.0,55.00177345832337,5.51938669098619,4.67509858357203
0.6,1.5,83.16138929871991,6.271785231112039,5.719093016168278
0.6,2.0,93.92874409132398,7.205486181485123,5.557929365769525
0.6,4.0,134.51903438838497,4.038441425159419,4.013183465764562
0.6,8.0,172.37816318842775,2.3760457508288,5.591794813615237
0.6,10.0,198.96271341729704,1.6448316210788496,7.5715713733780845
0.8,0.1,10.648276228850918,2.5656595328583314,1.7326048805713914
0.8,0.2,10.267502811325016,2.8448259984493474,2.788240170101311
0.8,0.4,7.131058263159012,4.270673068277057,3.335479129696306
0.8,0.8,27.06996986922885,4.456414961286865,4.661206232581736
0.8,1.0,39.29249509068633,5.9373364855550275,5.224143839481475
0.8,1.5,57.54288344258484,7.101751495792885,5.999728339649189
0.8,2.0,71.22418864802351,7.667865871827437,6.262056261607795
0.8,4.0,99.85994994004632,5.005443952929352,4.969677117415725
0.8,8.0,130.15595474674708,2.4810034245185055,5.782202029144672
0.8,10.0,152.4924348942367,1.712532429185339,7.718502676431137
bw,ts,deltar,aurora_error,bbr_error
0.2,0.1,233.73020245552712,1.3625402523286851,2.981735674531815
0.2,0.2,216.99368600436185,1.4991300883848764,2.643831886078522
bw,ts,deltar,aurora_error,bbr_error
bw,ts,deltar,aurora_error,bbr_error
1.5,0.1,-15.933932319856382,2.535480683788896,2.1778450835015115
1.5,0.2,-11.173704156175575,3.2232236006708366,2.635773914923477
1.5,0.4,-10.436728361060283,5.01574878410244,3.5804865214439743
1.5,0.8,2.701700088957182,5.415111266957709,5.1086287944713344
bw,ts,deltar,aurora_error,bbr_error
1.5,0.1,-15.933932319856382,2.535480683788896,2.1778450835015115
bw,ts,deltar,aurora_error,bbr_error
bw,ts,deltar,aurora_error,bbr_error
bw,ts,deltar,aurora_error,bbr_error
bw,ts,deltar,aurora_error,bbr_error
1.5,0.1,-15.933932319856382,2.535480683788896,2.1778450835015115
2.5,0.1,-10.729431713895366,2.520090571602652,2.4150303086148734
1.5,0.2,-11.173704156175575,3.2232236006708366,2.635773914923477
3,0.1,-5.2133653970443845,2.7297920164007086,2.5792297541346785
5,0.1,1.1281854220499667,2.7137225148256445,2.610129131767349
1.5,0.4,-10.436728361060283,5.01574878410244,3.5804865214439743
2.5,0.2,-8.927970431080972,3.338577663646904,2.5895884704843066
3,0.2,-5.494884723595682,3.7330245542277525,2.825601646606459
1.5,0.8,2.701700088957182,5.415111266957709,5.1086287944713344
2.5,0.4,-16.26073279145514,5.161610873265478,4.117455337698882
5,0.2,1.8831345638328187,3.249217524431914,3.125477417602453
3,0.4,-9.415309364694139,4.545931241073769,4.162024533280699
1.5,1.0,9.948270236553917,6.439145267083959,5.761196288935709
2.5,0.8,-8.116208715749352,5.8044805159833786,5.543237986295484
1.5,1.5,18.804422922311986,8.309838382411172,6.512412503891661
3,0.8,-8.928092386887776,6.131487817696848,5.942686534510202
5,0.4,-4.295180240736274,5.048313982881712,4.593833035257809
2.5,1.0,-2.587848187150115,7.224790126392348,5.639359575021344
1.5,2.0,39.89524003315195,9.245098956831683,8.332569799631502
3,1.0,-7.370168677727257,7.4024093625049145,6.143357273192801
1.5,4.0,50.32533777033197,9.032862291692258,7.024408898468516
2.5,1.5,-0.9916057001399281,9.02169325312713,7.141530895659813
5,0.8,-11.348833011496815,6.101924038066593,5.654296392845923
1.5,8.0,76.2654307199237,2.9394905957323574,5.308110237968835
3,1.5,-2.000992849425927,9.57055144566423,7.771677187449321
2.5,2.0,5.260688400470414,9.444539592383746,8.782379117852342
1.5,10.0,80.21624331273273,1.912428818775978,6.642795170176875
5,1.0,-15.726583096261372,7.82734070878495,6.277925433680414
3,2.0,-1.8745078899479068,11.381618118312433,8.795445268395454
2.5,4.0,26.370341968725427,10.226353339659587,9.57858196235286
3,4.0,14.740891977597983,11.31487248656557,8.199763649769803
